,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
127,128,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,2020-08-04
426,427,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020-08-04
704,705,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-04
703,704,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-08-05
126,127,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,2020-08-05
969,970,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1885,2020-08-05
702,703,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-08-06
968,969,Agra,Fatehpur Sikri,Potato,Local,FAQ,1780,1940,1865,2020-08-06
425,426,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020-08-06
701,702,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-08-07
967,968,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1990,1900,2020-08-07
125,126,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,2020-08-07
424,425,Agra,Agra,Potato,Desi,FAQ,1800,2000,1890,2020-08-07
966,967,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1880,2020-08-08
700,701,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-08
423,424,Agra,Agra,Potato,Desi,FAQ,1750,2000,1840,2020-08-08
124,125,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,2020-08-08
123,124,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-08-09
965,966,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1980,1910,2020-08-10
122,123,Agra,Achnera,Potato,Desi,FAQ,1900,1940,1920,2020-08-10
422,423,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020-08-10
421,422,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020-08-11
121,122,Agra,Achnera,Potato,Desi,FAQ,1880,1960,1920,2020-08-11
964,965,Agra,Fatehpur Sikri,Potato,Local,FAQ,1850,2000,1940,2020-08-11
120,121,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,2020-08-12
420,421,Agra,Agra,Potato,Desi,FAQ,1900,2080,2000,2020-08-12
963,964,Agra,Fatehpur Sikri,Potato,Local,FAQ,1830,2000,1920,2020-08-12
419,420,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020-08-13
962,963,Agra,Fatehpur Sikri,Potato,Local,FAQ,1850,2020,1945,2020-08-13
699,700,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-08-13
418,419,Agra,Agra,Potato,Desi,FAQ,1900,2050,1980,2020-08-14
119,120,Agra,Achnera,Potato,Desi,FAQ,1900,1980,1940,2020-08-14
961,962,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2050,1970,2020-08-14
118,119,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020-08-15
117,118,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020-08-16
698,699,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-08-16
960,961,Agra,Fatehpur Sikri,Potato,Local,FAQ,1880,2020,1950,2020-08-17
697,698,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-17
116,117,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020-08-17
417,418,Agra,Agra,Potato,Desi,FAQ,1910,2050,1985,2020-08-17
115,116,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,2020-08-18
416,417,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020-08-18
696,697,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-18
959,960,Agra,Fatehpur Sikri,Potato,Local,FAQ,1830,2000,1925,2020-08-18
958,959,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2030,1960,2020-08-19
695,696,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-08-19
114,115,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020-08-19
415,416,Agra,Agra,Potato,Desi,FAQ,1925,2080,1985,2020-08-20
957,958,Agra,Fatehpur Sikri,Potato,Local,FAQ,1880,2000,1945,2020-08-20
956,957,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2050,1970,2020-08-21
113,114,Agra,Achnera,Potato,Desi,FAQ,1920,2000,1960,2020-08-21
414,415,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-08-21
694,695,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-22
413,414,Agra,Agra,Potato,Desi,FAQ,1950,2150,2050,2020-08-22
112,113,Agra,Achnera,Potato,Desi,FAQ,1930,2010,1970,2020-08-22
955,956,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2010,2020-08-22
693,694,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-23
111,112,Agra,Achnera,Potato,Desi,FAQ,1940,2020,1980,2020-08-23
954,955,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2045,2020-08-24
692,693,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-08-24
412,413,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020-08-24
110,111,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,2020-08-24
953,954,Agra,Fatehpur Sikri,Potato,Local,FAQ,1940,2100,2020,2020-08-25
411,412,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020-08-25
691,692,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-08-25
109,110,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020-08-25
108,109,Agra,Achnera,Potato,Desi,FAQ,2040,2120,2080,2020-08-26
952,953,Agra,Fatehpur Sikri,Potato,Local,FAQ,2000,2120,2055,2020-08-26
410,411,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020-08-26
409,410,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-08-27
951,952,Agra,Fatehpur Sikri,Potato,Local,FAQ,2000,2150,2075,2020-08-27
690,691,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-08-27
689,690,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-08-28
408,409,Agra,Agra,Potato,Desi,FAQ,1900,2100,1990,2020-08-28
950,951,Agra,Fatehpur Sikri,Potato,Local,FAQ,2000,2120,2060,2020-08-28
1660,1661,Agra,Samsabad,Potato,Local,FAQ,1950,2050,2000,2020-08-28
107,108,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020-08-28
949,950,Agra,Fatehpur Sikri,Potato,Local,FAQ,2040,2180,2100,2020-08-29
688,689,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-08-29
106,107,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020-08-29
407,408,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-08-29
687,688,Agra,Fatehabad,Potato,Desi,FAQ,1400,1480,1450,2020-08-30
105,106,Agra,Achnera,Potato,Desi,FAQ,2000,2080,2040,2020-08-30
686,687,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-31
104,105,Agra,Achnera,Potato,Desi,FAQ,2020,2100,2060,2020-08-31
1179,1180,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-08-31
406,407,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020-08-31
948,949,Agra,Fatehpur Sikri,Potato,Local,FAQ,2100,2220,2150,2020-08-31
103,104,Agra,Achnera,Potato,Desi,FAQ,1950,2050,2000,2020-09-01
685,686,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-09-01
102,103,Agra,Achnera,Potato,Desi,FAQ,2000,2080,2040,2020-09-02
405,406,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-09-02
947,948,Agra,Fatehpur Sikri,Potato,Local,FAQ,2060,2200,2140,2020-09-02
684,685,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-09-02
101,102,Agra,Achnera,Potato,Desi,FAQ,2010,2090,2050,2020-09-03
946,947,Agra,Fatehpur Sikri,Potato,Local,FAQ,2020,2200,2110,2020-09-03
404,405,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020-09-03
100,101,Agra,Achnera,Potato,Desi,FAQ,1970,2030,2000,2020-09-04
683,684,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-09-04
403,404,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020-09-04
945,946,Agra,Fatehpur Sikri,Potato,Local,FAQ,2060,2200,2135,2020-09-04
402,403,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020-09-05
944,945,Agra,Fatehpur Sikri,Potato,Local,FAQ,2120,2200,2165,2020-09-05
682,683,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-05
99,100,Agra,Achnera,Potato,Desi,FAQ,2000,2060,2030,2020-09-05
681,682,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-06
401,402,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020-09-07
98,99,Agra,Achnera,Potato,Desi,FAQ,2020,2100,2060,2020-09-07
943,944,Agra,Fatehpur Sikri,Potato,Local,FAQ,2070,2200,2145,2020-09-07
97,98,Agra,Achnera,Potato,Desi,FAQ,2020,2120,2080,2020-09-08
400,401,Agra,Agra,Potato,Desi,FAQ,2050,2250,2150,2020-09-08
942,943,Agra,Fatehpur Sikri,Potato,Local,FAQ,2100,2240,2170,2020-09-08
399,400,Agra,Agra,Potato,Desi,FAQ,2000,2200,2120,2020-09-09
680,681,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-09-09
941,942,Agra,Fatehpur Sikri,Potato,Local,FAQ,2100,2240,2160,2020-09-09
96,97,Agra,Achnera,Potato,Desi,FAQ,2030,2130,2080,2020-09-09
679,680,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-10
95,96,Agra,Achnera,Potato,Potato,FAQ,2050,2150,2100,2020-09-10
940,941,Agra,Fatehpur Sikri,Potato,Local,FAQ,2150,2220,2185,2020-09-10
398,399,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020-09-10
678,679,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-11
94,95,Agra,Achnera,Potato,Desi,FAQ,2050,2150,2100,2020-09-11
939,940,Agra,Fatehpur Sikri,Potato,Local,FAQ,2100,2250,2170,2020-09-11
397,398,Agra,Agra,Potato,Desi,FAQ,2050,2250,2170,2020-09-11
93,94,Agra,Achnera,Potato,Desi,FAQ,2060,2140,2100,2020-09-12
938,939,Agra,Fatehpur Sikri,Potato,Local,FAQ,2150,2250,2200,2020-09-12
396,397,Agra,Agra,Potato,Desi,FAQ,2100,2300,2200,2020-09-12
677,678,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-12
676,677,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-09-13
92,93,Agra,Achnera,Potato,Desi,FAQ,2050,2150,2100,2020-09-13
91,92,Agra,Achnera,Potato,Desi,FAQ,2100,2200,2150,2020-09-14
395,396,Agra,Agra,Potato,Desi,FAQ,2100,2300,2200,2020-09-14
937,938,Agra,Fatehpur Sikri,Potato,Local,FAQ,2200,2290,2245,2020-09-14
675,676,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-09-15
90,91,Agra,Achnera,Potato,Desi,FAQ,2150,2250,2200,2020-09-15
394,395,Agra,Agra,Potato,Desi,FAQ,2100,2400,2240,2020-09-15
936,937,Agra,Fatehpur Sikri,Potato,Local,FAQ,2200,2340,2270,2020-09-15
393,394,Agra,Agra,Potato,Desi,FAQ,2100,2300,2210,2020-09-16
935,936,Agra,Fatehpur Sikri,Potato,Local,FAQ,2200,2320,2250,2020-09-16
89,90,Agra,Achnera,Potato,Desi,FAQ,2200,2300,2250,2020-09-16
674,675,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-16
673,674,Agra,Fatehabad,Potato,Desi,FAQ,1750,1850,1800,2020-09-17
392,393,Agra,Agra,Potato,Desi,FAQ,2120,2350,2250,2020-09-17
934,935,Agra,Fatehpur Sikri,Potato,Local,FAQ,2250,2350,2300,2020-09-17
672,673,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-09-18
933,934,Agra,Fatehpur Sikri,Potato,Local,FAQ,2200,2320,2280,2020-09-18
88,89,Agra,Achnera,Potato,Desi,FAQ,2200,2350,2250,2020-09-18
391,392,Agra,Agra,Potato,Desi,FAQ,2200,2400,2280,2020-09-18
87,88,Agra,Achnera,Potato,Desi,FAQ,2240,2340,2290,2020-09-19
932,933,Agra,Fatehpur Sikri,Potato,Local,FAQ,2220,2380,2300,2020-09-19
671,672,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-09-19
390,391,Agra,Agra,Potato,Desi,FAQ,2100,2350,2250,2020-09-19
670,671,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-09-20
86,87,Agra,Achnera,Potato,Desi,FAQ,2200,2300,2250,2020-09-20
931,932,Agra,Fatehpur Sikri,Potato,Local,FAQ,2270,2400,2345,2020-09-21
669,670,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-09-21
389,390,Agra,Agra,Potato,Desi,FAQ,2200,2400,2300,2020-09-21
85,86,Agra,Achnera,Potato,Desi,FAQ,2250,2350,2300,2020-09-21
668,669,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-09-22
930,931,Agra,Fatehpur Sikri,Potato,Local,FAQ,2260,2380,2320,2020-09-22
388,389,Agra,Agra,Potato,Desi,FAQ,2200,2400,2280,2020-09-22
84,85,Agra,Achnera,Potato,Desi,FAQ,2280,2360,2320,2020-09-22
929,930,Agra,Fatehpur Sikri,Potato,Local,FAQ,2260,2400,2340,2020-09-23
387,388,Agra,Agra,Potato,Desi,FAQ,2300,2500,2380,2020-09-23
667,668,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,2020-09-23
83,84,Agra,Achnera,Potato,Desi,FAQ,2270,2350,2310,2020-09-23
666,667,Agra,Fatehabad,Potato,Desi,FAQ,1750,1800,1780,2020-09-24
386,387,Agra,Agra,Potato,Desi,FAQ,2300,2500,2400,2020-09-24
928,929,Agra,Fatehpur Sikri,Potato,Local,FAQ,2300,2420,2365,2020-09-24
385,386,Agra,Agra,Potato,Desi,FAQ,2200,2500,2350,2020-09-25
82,83,Agra,Achnera,Potato,Desi,FAQ,2350,2450,2400,2020-09-25
927,928,Agra,Fatehpur Sikri,Potato,Local,FAQ,2300,2420,2350,2020-09-25
926,927,Agra,Fatehpur Sikri,Potato,Local,FAQ,2300,2450,2370,2020-09-26
665,666,Agra,Fatehabad,Potato,Desi,FAQ,1850,1900,1870,2020-09-26
81,82,Agra,Achnera,Potato,Desi,FAQ,2300,2400,2350,2020-09-26
384,385,Agra,Agra,Potato,Desi,FAQ,2300,2500,2400,2020-09-26
664,665,Agra,Fatehabad,Potato,Desi,FAQ,1800,1870,1860,2020-09-27
80,81,Agra,Achnera,Potato,Desi,FAQ,2380,2460,2420,2020-09-27
925,926,Agra,Fatehpur Sikri,Potato,Local,FAQ,2340,2450,2390,2020-09-28
383,384,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-09-28
79,80,Agra,Achnera,Potato,Desi,FAQ,2400,2480,2440,2020-09-28
663,664,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,2020-09-28
78,79,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020-09-29
924,925,Agra,Fatehpur Sikri,Potato,Local,FAQ,2350,2480,2420,2020-09-29
382,383,Agra,Agra,Potato,Desi,FAQ,2350,2550,2480,2020-09-29
662,663,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-09-29
77,78,Agra,Achnera,Potato,Desi,FAQ,2420,2500,2460,2020-09-30
923,924,Agra,Fatehpur Sikri,Potato,Local,FAQ,2320,2480,2405,2020-09-30
661,662,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-09-30
381,382,Agra,Agra,Potato,Desi,FAQ,2350,2600,2470,2020-09-30
922,923,Agra,Fatehpur Sikri,Potato,Local,FAQ,2320,2480,2400,2020-10-01
660,661,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,2020-10-01
380,381,Agra,Agra,Potato,Desi,FAQ,2300,2550,2450,2020-10-02
921,922,Agra,Fatehpur Sikri,Potato,Local,FAQ,2350,2500,2420,2020-10-02
659,660,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-10-02
76,77,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020-10-02
920,921,Agra,Fatehpur Sikri,Potato,Local,FAQ,2320,2480,2405,2020-10-03
379,380,Agra,Agra,Potato,Desi,FAQ,2350,2600,2480,2020-10-03
658,659,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-10-03
75,76,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020-10-03
657,658,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-04
1178,1179,Agra,Jagnair,Potato,Desi,FAQ,1450,1500,1475,2020-10-04
74,75,Agra,Achnera,Potato,Desi,FAQ,2460,2540,2500,2020-10-04
656,657,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-05
378,379,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-05
919,920,Agra,Fatehpur Sikri,Potato,Local,FAQ,2350,2500,2425,2020-10-05
1177,1178,Agra,Jagnair,Potato,Desi,FAQ,1470,1530,1500,2020-10-05
73,74,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020-10-05
72,73,Agra,Achnera,Potato,Desi,FAQ,2480,2560,2520,2020-10-06
1176,1177,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,2020-10-06
918,919,Agra,Fatehpur Sikri,Potato,Local,FAQ,2320,2500,2410,2020-10-06
377,378,Agra,Agra,Potato,Desi,FAQ,2350,2600,2480,2020-10-06
655,656,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-07
1175,1176,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,2020-10-07
376,377,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-07
71,72,Agra,Achnera,Potato,Desi,FAQ,2470,2530,2500,2020-10-07
917,918,Agra,Fatehpur Sikri,Potato,Local,FAQ,2340,2540,2440,2020-10-07
916,917,Agra,Fatehpur Sikri,Potato,Local,FAQ,2325,2525,2425,2020-10-08
375,376,Agra,Agra,Potato,Desi,FAQ,2400,2600,2510,2020-10-08
915,916,Agra,Fatehpur Sikri,Potato,Local,FAQ,2340,2540,2495,2020-10-09
374,375,Agra,Agra,Potato,Desi,FAQ,2400,2650,2520,2020-10-09
914,915,Agra,Fatehpur Sikri,Potato,Local,FAQ,2320,2480,2400,2020-10-10
70,71,Agra,Achnera,Potato,Desi,FAQ,2500,2560,2530,2020-10-10
654,655,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-10-10
373,374,Agra,Agra,Potato,Desi,FAQ,2420,2650,2525,2020-10-10
69,70,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020-10-11
653,654,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-11
913,914,Agra,Fatehpur Sikri,Potato,Local,FAQ,2320,2500,2410,2020-10-12
652,653,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-12
68,69,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020-10-12
372,373,Agra,Agra,Potato,Desi,FAQ,2400,2600,2515,2020-10-12
912,913,Agra,Fatehpur Sikri,Potato,Local,FAQ,2300,2450,2390,2020-10-13
651,652,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-13
67,68,Agra,Achnera,Potato,Desi,FAQ,2500,2560,2530,2020-10-13
371,372,Agra,Agra,Potato,Desi,FAQ,2300,2550,2450,2020-10-13
650,651,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-14
66,67,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020-10-14
911,912,Agra,Fatehpur Sikri,Potato,Local,FAQ,2300,2520,2415,2020-10-14
370,371,Agra,Agra,Potato,Desi,FAQ,2350,2600,2470,2020-10-14
649,650,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-15
910,911,Agra,Fatehpur Sikri,Potato,Local,FAQ,2320,2540,2440,2020-10-15
369,370,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-15
648,649,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-10-16
1174,1175,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,2020-10-16
909,910,Agra,Fatehpur Sikri,Potato,Local,FAQ,2400,2550,2470,2020-10-16
65,66,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020-10-16
368,369,Agra,Agra,Potato,Desi,FAQ,2400,2600,2510,2020-10-16
1173,1174,Agra,Jagnair,Potato,Other,FAQ,1550,1650,1600,2020-10-17
64,65,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020-10-17
908,909,Agra,Fatehpur Sikri,Potato,Local,FAQ,2350,2550,2455,2020-10-17
647,648,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-10-17
367,368,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-17
63,64,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020-10-18
646,647,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1530,2020-10-18
1172,1173,Agra,Jagnair,Potato,Desi,FAQ,1550,1650,1600,2020-10-18
907,908,Agra,Fatehpur Sikri,Potato,Local,FAQ,2325,2525,2425,2020-10-19
366,367,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-19
1171,1172,Agra,Jagnair,Potato,Desi,FAQ,1500,1550,1525,2020-10-19
62,63,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020-10-19
645,646,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-19
644,645,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-20
61,62,Agra,Achnera,Potato,Desi,FAQ,2500,2600,2550,2020-10-20
906,907,Agra,Fatehpur Sikri,Potato,Local,FAQ,2365,2565,2465,2020-10-20
365,366,Agra,Agra,Potato,Desi,FAQ,2400,2600,2490,2020-10-20
643,644,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-21
905,906,Agra,Fatehpur Sikri,Potato,Local,FAQ,2400,2600,2500,2020-10-21
60,61,Agra,Achnera,Potato,Desi,FAQ,2500,2600,2550,2020-10-21
364,365,Agra,Agra,Potato,Desi,FAQ,2400,2600,2480,2020-10-21
904,905,Agra,Fatehpur Sikri,Potato,Local,FAQ,2445,2645,2545,2020-10-22
363,364,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-22
642,643,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-22
362,363,Agra,Agra,Potato,Desi,FAQ,2550,2800,2680,2020-10-23
903,904,Agra,Fatehpur Sikri,Potato,Local,FAQ,2470,2700,2570,2020-10-23
59,60,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020-10-23
641,642,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-24
58,59,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020-10-24
361,362,Agra,Agra,Potato,Desi,FAQ,2600,2850,2700,2020-10-24
902,903,Agra,Fatehpur Sikri,Potato,Local,FAQ,2520,2750,2620,2020-10-24
57,58,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020-10-25
640,641,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,2020-10-25
56,57,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020-10-26
639,640,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-26
360,361,Agra,Agra,Potato,Desi,FAQ,2650,2850,2780,2020-10-26
55,56,Agra,Achnera,Potato,Desi,FAQ,2700,2780,2740,2020-10-27
901,902,Agra,Fatehpur Sikri,Potato,Local,FAQ,2570,2770,2670,2020-10-27
359,360,Agra,Agra,Potato,Desi,FAQ,2500,2750,2650,2020-10-27
638,639,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-27
900,901,Agra,Fatehpur Sikri,Potato,Local,FAQ,2600,2850,2700,2020-10-28
358,359,Agra,Agra,Potato,Desi,FAQ,2600,2850,2750,2020-10-28
54,55,Agra,Achnera,Potato,Desi,FAQ,2600,2700,2650,2020-10-28
637,638,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,2020-10-28
357,358,Agra,Agra,Potato,Desi,FAQ,2650,2900,2770,2020-10-29
899,900,Agra,Fatehpur Sikri,Potato,Local,FAQ,2600,2800,2685,2020-10-29
636,637,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-10-29
356,357,Agra,Agra,Potato,Desi,FAQ,2700,2950,2780,2020-10-30
635,636,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-30
53,54,Agra,Achnera,Potato,Desi,FAQ,2600,2680,2640,2020-10-30
1326,1327,Agra,Jarar,Potato,Desi,FAQ,2550,2750,2650,2020-10-30
898,899,Agra,Fatehpur Sikri,Potato,Local,FAQ,2620,2850,2745,2020-10-31
634,635,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-31
355,356,Agra,Agra,Potato,Desi,FAQ,2700,2950,2790,2020-10-31
52,53,Agra,Achnera,Potato,Desi,FAQ,2600,2700,2650,2020-10-31
1659,1660,Agra,Samsabad,Potato,Local,FAQ,2700,2800,2750,2020-10-31
51,52,Agra,Achnera,Potato,Desi,FAQ,2740,2820,2780,2020-11-01
633,634,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,2020-11-01
50,51,Agra,Achnera,Potato,Desi,FAQ,2640,2720,2680,2020-11-02
632,633,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-02
897,898,Agra,Fatehpur Sikri,Potato,Local,FAQ,2680,2900,2780,2020-11-02
354,355,Agra,Agra,Potato,Desi,FAQ,2650,2900,2780,2020-11-02
353,354,Agra,Agra,Potato,Desi,FAQ,2700,2900,2800,2020-11-03
49,50,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-03
896,897,Agra,Fatehpur Sikri,Potato,Local,FAQ,2700,2900,2810,2020-11-03
631,632,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-03
352,353,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020-11-04
48,49,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-04
895,896,Agra,Fatehpur Sikri,Potato,Local,FAQ,2700,2900,2795,2020-11-04
351,352,Agra,Agra,Potato,Desi,FAQ,2750,3000,2870,2020-11-05
630,631,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-05
894,895,Agra,Fatehpur Sikri,Potato,Local,FAQ,2650,2900,2780,2020-11-05
350,351,Agra,Agra,Potato,Desi,FAQ,2700,2900,2800,2020-11-06
